Date,AAPL,AMZN,GOOGL,IWM,META,MSFT,NVDA,QQQ,SPY,TSLA
2025-07-03,213.30792236328125,223.41000366210938,179.36956787109375,222.4490203857422,718.5250244140625,498.02130126953125,159.3310089111328,555.575927734375,623.611083984375,315.3500061035156
2025-07-07,209.7119903564453,223.47000122070312,176.63201904296875,219.10848999023438,717.865478515625,496.90313720703125,158.2310791015625,551.3908081054688,618.9639892578125,293.94000244140625
2025-07-08,209.7719268798828,219.36000061035156,174.20419311523438,220.62420654296875,720.1838989257812,495.804931640625,159.99098205566406,551.700439453125,618.6249389648438,297.80999755859375
2025-07-09,210.90065002441406,222.5399932861328,176.46217346191406,223.0174102783203,732.2857666015625,502.68365478515625,162.87081909179688,555.6058959960938,622.3345947265625,295.8800048828125
2025-07-10,212.16920471191406,222.25999450683594,177.46127319335938,224.16415405273438,726.7494506835938,500.656982421875,164.09075927734375,554.8068237304688,624.0897827148438,309.8699951171875
2025-07-11,210.92062377929688,225.02000427246094,180.02899169921875,221.0729217529297,717.0260620117188,502.49395751953125,164.91070556640625,553.5582885742188,621.8958129882812,313.510009765625
2025-07-14,208.3834991455078,225.69000244140625,181.3977508544922,222.5587158203125,720.4337158203125,502.1944274902344,164.06076049804688,555.5659790039062,623.08251953125,316.8999938964844
2025-07-15,208.87295532226562,226.35000610351562,181.83737182617188,218.20108032226562,709.910888671875,504.9898376464844,170.69036865234375,556.0753173828125,620.419921875,310.7799987792969
2025-07-16,209.92176818847656,223.19000244140625,182.80650329589844,220.3948516845703,702.4358520507812,504.7901611328125,171.36033630371094,556.6446533203125,622.494140625,321.6700134277344
2025-07-17,209.78192138671875,223.8800048828125,183.41595458984375,223.28665161132812,700.9368896484375,510.8601989746094,172.99024963378906,561.1494750976562,626.3035888671875,319.4100036621094
2025-07-18,210.9405975341797,226.1300048828125,184.89462280273438,221.70114135742188,703.8049926757812,509.212890625,172.40028381347656,560.610107421875,625.8449096679688,329.6499938964844
2025-07-21,212.23912048339844,229.3000030517578,189.9301300048828,220.80368041992188,712.4890747070312,509.2228698730469,171.37034606933594,563.5167236328125,627.0316162109375,328.489990234375
2025-07-22,214.15695190429688,227.47000122070312,191.1690216064453,222.63848876953125,704.3345947265625,504.44073486328125,167.0205841064453,560.60009765625,627.121337890625,332.1099853515625
