Date,AAPL,AMZN,GOOGL,MSFT,SPY
2025-09-25,256.8699951171875,218.14999389648438,245.7899932861328,507.0299987792969,658.0499877929688
2025-09-26,255.4600067138672,219.77999877929688,246.5399932861328,511.4599914550781,661.8200073242188
2025-09-29,254.42999267578125,222.1699981689453,244.0500030517578,514.5999755859375,663.6799926757812
2025-09-30,254.6300048828125,219.57000732421875,243.10000610351562,517.9500122070312,666.1799926757812
2025-10-01,255.4499969482422,220.6300048828125,244.89999389648438,519.7100219726562,668.4500122070312
2025-10-02,257.1300048828125,222.41000366210938,245.69000244140625,515.739990234375,669.219970703125
2025-10-03,258.0199890136719,219.50999450683594,245.35000610351562,517.3499755859375,669.2100219726562
2025-10-06,256.69000244140625,220.89999389648438,250.42999267578125,528.5700073242188,671.6099853515625
2025-10-07,256.4800109863281,221.77999877929688,245.75999450683594,523.97998046875,669.1199951171875
2025-10-08,258.05999755859375,225.22000122070312,244.6199951171875,524.8499755859375,673.1099853515625
2025-10-09,254.0399932861328,227.74000549316406,241.52999877929688,522.4000244140625,671.1599731445312
2025-10-10,245.27000427246094,216.3699951171875,236.57000732421875,510.9599914550781,653.02001953125
2025-10-13,247.66000366210938,220.07000732421875,244.14999389648438,514.0499877929688,663.0399780273438
2025-10-14,247.77000427246094,216.38999938964844,245.4499969482422,513.5700073242188,662.22998046875
2025-10-15,249.33999633789062,215.57000732421875,251.02999877929688,513.4299926757812,665.1699829101562
2025-10-16,247.4499969482422,214.47000122070312,251.4600067138672,511.6099853515625,660.6400146484375
2025-10-17,252.2899932861328,213.0399932861328,253.3000030517578,513.5800170898438,664.3900146484375
2025-10-20,262.239990234375,216.47999572753906,256.54998779296875,516.7899780273438,671.2999877929688
2025-10-21,262.7699890136719,222.02999877929688,250.4600067138672,517.6599731445312,671.2899780273438
2025-10-22,258.45001220703125,217.9499969482422,251.69000244140625,520.5399780273438,667.7999877929688
2025-10-23,259.5799865722656,221.08999633789062,253.0800018310547,520.5599975585938,671.760009765625
2025-10-24,262.82000732421875,224.2100067138672,259.9200134277344,523.6099853515625,677.25
2025-10-27,268.80999755859375,226.97000122070312,269.2699890136719,531.52001953125,685.239990234375
